Year,Period,Trade Flow,Reporter,Partner,Commodity,Commodity Code,Trade Value (US$)
2012,2012,Export,United Kingdom,Italy,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,39376
2012,2012,Export,United Kingdom,Côte d'Ivoire,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,27224333
2012,2012,Export,United Kingdom,Jamaica,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,774810
2012,2012,Export,United Kingdom,Jordan,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,4700
2012,2012,Export,United Kingdom,Kenya,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,989945
2012,2012,Export,United Kingdom,Kuwait,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,1109762
2012,2012,Export,United Kingdom,Lebanon,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,6641366
2012,2012,Import,United Kingdom,Latvia,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,6379
2012,2012,Export,United Kingdom,Latvia,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,29852
2012,2012,Export,United Kingdom,Liberia,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,73956
2012,2012,Export,United Kingdom,Libya,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,562749
2012,2012,Import,United Kingdom,Lithuania,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,143289
2012,2012,Export,United Kingdom,Lithuania,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,419804
2012,2012,Import,United Kingdom,Luxembourg,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,128979
2012,2012,Export,United Kingdom,Luxembourg,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,333
2012,2012,Export,United Kingdom,Malaysia,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,445372
2012,2012,Export,United Kingdom,Mali,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,2027551
2012,2012,Export,United Kingdom,Malta,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,261924
2012,2012,Export,United Kingdom,Mauritius,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,455268
2012,2012,Export,United Kingdom,Mexico,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,376612
2012,2012,Export,United Kingdom,"Other Asia, nes","Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,178020
2012,2012,Export,United Kingdom,Mozambique,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,451907
2012,2012,Import,United Kingdom,Netherlands,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,50529028
2012,2012,Export,United Kingdom,Netherlands,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,19698876
2012,2012,Export,United Kingdom,Curaçao,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,57193
2012,2012,Import,United Kingdom,New Zealand,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,79606
2012,2012,Export,United Kingdom,Niger,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,181751
2012,2012,Export,United Kingdom,Nigeria,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,1813478
2012,2012,Export,United Kingdom,Norway,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,259951
2012,2012,Export,United Kingdom,Peru,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,167382
2012,2012,Import,United Kingdom,Poland,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,2342410
2012,2012,Export,United Kingdom,Poland,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,720596
2012,2012,Import,United Kingdom,Portugal,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,16787
2012,2012,Export,United Kingdom,Portugal,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,274909
2012,2012,Export,United Kingdom,Guinea-Bissau,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,191061
2012,2012,Export,United Kingdom,Qatar,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,386966
2012,2012,Export,United Kingdom,Romania,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,13731
2012,2012,Export,United Kingdom,Saint Helena,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,43925
2012,2012,Export,United Kingdom,Saint Kitts and Nevis,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,26250
2012,2012,Export,United Kingdom,Saint Lucia,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,18150
2012,2012,Export,United Kingdom,Saint Vincent and the Grenadines,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,447908
2012,2012,Export,United Kingdom,Saudi Arabia,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,117834
2012,2012,Export,United Kingdom,Senegal,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,10298498
2012,2012,Export,United Kingdom,Sierra Leone,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,125468
2012,2012,Export,United Kingdom,India,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,607042
2012,2012,Export,United Kingdom,Singapore,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,690488
2012,2012,Import,United Kingdom,Slovakia,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,1829
2012,2012,Export,United Kingdom,Slovakia,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,2817
2012,2012,Export,United Kingdom,Viet Nam,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,713304
2012,2012,Export,United Kingdom,Slovenia,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,73
2012,2012,Export,United Kingdom,South Africa,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,297263
2012,2012,Export,United Kingdom,Zimbabwe,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,727030
2012,2012,Import,United Kingdom,Spain,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,8147747
2012,2012,Export,United Kingdom,Spain,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,736124
2012,2012,Export,United Kingdom,Sudan,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,86836
2012,2012,Export,United Kingdom,Suriname,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,414497
2012,2012,Import,United Kingdom,Sweden,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,3185963
2012,2012,Export,United Kingdom,Sweden,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,31792
2012,2012,Import,United Kingdom,Switzerland,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,5542
2012,2012,Export,United Kingdom,Switzerland,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,56519
2012,2012,Re-Import,United Kingdom,Switzerland,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,5542
2012,2012,Export,United Kingdom,Syria,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,509362
2012,2012,Export,United Kingdom,Thailand,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,700402
2012,2012,Export,United Kingdom,Togo,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,436934
2012,2012,Export,United Kingdom,Trinidad and Tobago,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,104590
2012,2012,Export,United Kingdom,United Arab Emirates,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,2228819
2012,2012,Import,United Kingdom,Turkey,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,164083
2012,2012,Export,United Kingdom,Turkey,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,164821
2012,2012,Re-Import,United Kingdom,Turkey,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,164083
2012,2012,Export,United Kingdom,Egypt,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,171512
2012,2012,Export,United Kingdom,United Rep. of Tanzania,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,205132
2012,2012,Import,United Kingdom,USA,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,28136
2012,2012,Export,United Kingdom,USA,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,185283
2012,2012,Export,United Kingdom,Burkina Faso,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,5209452
2012,2012,Export,United Kingdom,Venezuela,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,10849068
2012,2012,Export,United Kingdom,Yemen,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,5857313
2012,2012,Export,United Kingdom,Zambia,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, concentrated or containing added sugar or other sweetening matter.",0402,995458
2013,2013,Export,United Kingdom,Afghanistan,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,42148
2013,2013,Export,United Kingdom,Albania,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,2263
2013,2013,Export,United Kingdom,Australia,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,7335
2013,2013,Export,United Kingdom,Austria,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,74510
2013,2013,Export,United Kingdom,Bahrain,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,6134
2013,2013,Export,United Kingdom,Barbados,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,10266
2013,2013,Import,United Kingdom,Belgium,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,33404573
2013,2013,Export,United Kingdom,Belgium,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,46629809
2013,2013,Export,United Kingdom,Bermuda,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,1306
2013,2013,Export,United Kingdom,Br. Virgin Isds,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,199987
2013,2013,Export,United Kingdom,Bulgaria,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,1591
2013,2013,Export,United Kingdom,Canada,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,309570
2013,2013,Export,United Kingdom,Cayman Isds,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,1907
2013,2013,Export,United Kingdom,Sri Lanka,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,71874
2013,2013,Export,United Kingdom,China,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,1385506
2013,2013,Export,United Kingdom,Mayotte,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,24964
2013,2013,Export,United Kingdom,Croatia,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,25
2013,2013,Export,United Kingdom,Cyprus,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,263310
2013,2013,Import,United Kingdom,Czech Rep.,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,111798
2013,2013,Export,United Kingdom,Czech Rep.,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,3794
2013,2013,Import,United Kingdom,Denmark,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,25616651
2013,2013,Export,United Kingdom,Denmark,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,547133
2013,2013,Export,United Kingdom,Equatorial Guinea,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,3837
2013,2013,Export,United Kingdom,Falkland Isds (Malvinas),"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,168227
2013,2013,Import,United Kingdom,Finland,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,23
2013,2013,Export,United Kingdom,Finland,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,1635073
2013,2013,Import,United Kingdom,France,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,18285753
2013,2013,Export,United Kingdom,France,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,36906475
2013,2013,Export,United Kingdom,Djibouti,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,2829
2013,2013,Import,United Kingdom,Germany,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,13325513
2013,2013,Export,United Kingdom,Germany,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,10626049
2013,2013,Export,United Kingdom,Gibraltar,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,108728
2013,2013,Import,United Kingdom,Greece,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,19
2013,2013,Export,United Kingdom,Greece,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,33948
2013,2013,Export,United Kingdom,Guyana,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,166952
2013,2013,Export,United Kingdom,"China, Hong Kong SAR","Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,968480
2013,2013,Export,United Kingdom,Hungary,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,32726
2013,2013,Import,United Kingdom,Ireland,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,116908627
2013,2013,Export,United Kingdom,Ireland,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,277603076
2013,2013,Import,United Kingdom,Italy,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,112232
2013,2013,Export,United Kingdom,Italy,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,94182
2013,2013,Export,United Kingdom,Japan,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,56643
2013,2013,Export,United Kingdom,Jordan,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,2086
2013,2013,Export,United Kingdom,Kenya,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,27099
2013,2013,Export,United Kingdom,Rep. of Korea,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,14641
2013,2013,Export,United Kingdom,Kuwait,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,10646
2013,2013,Export,United Kingdom,Latvia,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,23465
2013,2013,Import,United Kingdom,Lithuania,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,87258
2013,2013,Export,United Kingdom,Lithuania,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,1417
2013,2013,Import,United Kingdom,Luxembourg,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,25
2013,2013,Export,United Kingdom,Luxembourg,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,1370
2013,2013,Export,United Kingdom,Malaysia,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,58803
2013,2013,Export,United Kingdom,Malta,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,62820
2013,2013,Export,United Kingdom,"Other Asia, nes","Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,48775
2013,2013,Export,United Kingdom,Oman,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,15129
2013,2013,Import,United Kingdom,Netherlands,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,5786182
2013,2013,Export,United Kingdom,Netherlands,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,21265741
2013,2013,Export,United Kingdom,New Zealand,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,1952
2013,2013,Export,United Kingdom,Nigeria,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,3460
2013,2013,Export,United Kingdom,Norway,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,6694
2013,2013,Import,United Kingdom,Poland,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,6235050
2013,2013,Export,United Kingdom,Poland,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,988
2013,2013,Import,United Kingdom,Portugal,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,141529
2013,2013,Export,United Kingdom,Portugal,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,37509
2013,2013,Export,United Kingdom,Qatar,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,106649
2013,2013,Import,United Kingdom,Romania,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,303173
2013,2013,Export,United Kingdom,Romania,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Milk and cream, not concentrated nor containing added sugar or other sweetening matter.",0401,124
